codigo_nacional_farmaco_cd,codigo_descripcion,atc_farmaco_dispensado_cd,ddd_nomenclator_nm,ddd_por_envase,pvp_nomenclator_nm,precio_por_envase_nm
696584,ZIPRASIDONA TEVA 80MG 56 CAPSULAS DURAS EFG,N05AE04,80,56,140.34,140.34
696550,ZIPRASIDONA TEVA 20MG 56 CAPSULAS DURAS EFG,N05AE04,80,14,79.15,79.15
699742,ZIPRASIDONA RATIO 20MG 56 CAPSULAS DURAS EFG,N05AE04,80,14,32.83,32.83
699754,ZIPRASIDONA RATIO 40MG 56 CAPSULAS DURAS EFG,N05AE04,80,28,65.66,65.66
699764,ZIPRASIDONA RATIO 60MG 56 CAPSULAS DURAS EFG,N05AE04,80,42,98.49,98.49
699775,ZIPRASIDONA RATIO 80MG 56 CAPSULAS DURAS EFG,N05AE04,80,56,131.32,131.32
689409,ZIPRASIDONA SWANPOND INVESTMENTS 40MG 14 CAPSULAS DURAS EFG,N05AE04,80,7,16.42,16.42
914648,CISORDINOL 25MG 30 COMPRIMIDOS RECUBIERTOS,N05AF05,30,25,13.39,13.39
915298,CISORDINOL ACUFASE 10MG 30 COMPRIMIDOS RECUBIERTOS,N05AF05,30,10,6.18,6.18
915702,CISORDINOL DEPOT 200MG 1 AMPOLLA 1ML INYECTABLE,N05AF05,15,13.33,8.26,8.26
915751,CISORDINOL ACUFASE 50MG 1 AMPOLLA 1ML INYECTABLE,N05AF05,30,1.66,9.79,9.79
661727,PSICOTRIC 300MG 60 COMPRIMIDOS RECUB PELICULA BLISTER AL/AL EFG,N05AH04,400,45,97.22,97.22
661685,QUDIX 100MG 60 COMPRIMIDOS RECUBIERTOS PELICULA BLISTER AL/AL EFG,N05AH04,400,15,32.61,32.61
661688,QUDIX 200MG 60 COMPRIMIDOS RECUB PELIC BLISTER AL/AL EFG,N05AH04,400,30,65.22,65.22
661684,QUDIX 25MG 6 COMPRIMIDOS RECUB PELIC BLISTER PVC/AL EFG,N05AH04,400,0.37,2.5,2.5
661683,QUDIX 25MG 6 COMPRIMIDOS RECUB PELIC BLISTER AL/AL EFG,N05AH04,400,0.37,3.11,3.11
661690,QUDIX 300MG 60 COMPRIMIDOS RECUB PELIC BLISTER AL/AL EFG,N05AH04,400,45,97.83,97.83
661791,QUETIAPINA LESVI 100MG 60 COMPRIMIDOS RECUB PELICULA BLIST PVC/AL EFG,N05AH04,400,15,32.61,32.61
661790,QUETIAPINA LESVI 100MG 60 COMPRIMIDOS RECUB PELICULA BLIST AL/AL EFG,N05AH04,400,15,32.61,32.61
661794,QUETIAPINA LESVI 200MG 60 COMPRIMIDOS REC P BLIST PVC/AL EFG,N05AH04,400,30,65.22,65.22
661792,QUETIAPINA LESVI 200MG 60 COMPRIMIDOS REC P BLIST AL/AL EFG,N05AH04,400,30,65.22,65.22
650760,RISPERIDONA RATIOPHARM 1MG 20 COMPRIMIDOS RECUBIERTOS PELICULA EFG,N05AX08,5,4,11.52,11.52
650761,RISPERIDONA RATIOPHARM 1MG 60 COMPRIMIDOS RECUBIERTOS PELICULA EFG,N05AX08,5,12,33.31,33.31
652364,ATORNIL 3MG 20 COMPRIMIDOS,N05AX08,5,12,8.32,8.32
652358,ATORNIL 6MG 30 COMPRIMIDOS,N05AX08,5,36,24.99,24.99
652359,ATORNIL 6MG 60 COMPRIMIDOS,N05AX08,5,72,49.97,49.97
681414,QUETIAPINA GENTIAN GENERICS 25MG 6 COMPR RECUB PELIC (PVC-PVDC-AL) EFG,N05AH04,400,0.37,3.12,3.12
681415,QUETIAPINA GENTIAN GENERICS 25MG 60 COMPR REC PELIC (PVC-PVDC-AL) EFG,N05AH04,400,3.75,8.15,8.15
681416,QUETIAPINA GENTIAN GENERICS 25MG 60 COMPRIM RECUB PELIC (PVC-AL) EFG,N05AH04,400,3.75,8.15,8.15
681419,QUETIAPINA GENTIAN GENERICS 100MG 60 COMPR REC PELIC (PVC-PVDC-AL) EFG,N05AH04,400,15,32.61,32.61
681420,QUETIAPINA GENTIAN GENERICS 100MG 60 COMPRIM RECUB PELIC (PVC-AL) EFG,N05AH04,400,15,32.61,32.61
681424,QUETIAPINA GENTIAN GENERICS 150MG 60 COMPR REC PELIC (PVC-PVDC-AL) EFG,N05AH04,400,22.5,48.91,48.91
681425,QUETIAPINA GENTIAN GENERICS 150MG 60 COMPRIM RECUB PELIC (PVC-AL) EFG,N05AH04,400,22.5,48.91,48.91
681433,QUETIAPINA GENTIAN GENERICS 300MG 60 COMPR REC PELIC (PVC-PVDC-AL) EFG,N05AH04,400,45,97.83,97.83
681432,QUETIAPINA GENTIAN GENERICS 300MG 60 COMPRIM RECUB PELIC (PVC-AL) EFG,N05AH04,400,45,97.83,97.83
681347,QUETIAPINA SPI 150MG 60 COMPRIMIDOS RECUBIERTOS PELICULA (PVC-AL) EFG,N05AH04,400,22.5,48.91,48.91
681345,QUETIAPINA SPI 150MG 60 COMPRIMIDOS RECUB PELICULA (PVC-PVDC-AL) EFG,N05AH04,400,22.5,48.91,48.91
681350,QUETIAPINA SPI 300MG 60 COMPRIMIDOS RECUBIERTOS PELICULA (PVC-AL) EFG,N05AH04,400,45,97.83,97.83
681351,QUETIAPINA SPI 300MG 60 COMPRIMIDOS RECUB PELIC (PVC-PVDC-AL) EFG,N05AH04,400,45,97.83,97.83
677373,QUETIAPINA VEGAL 100MG 60 COMPRIMIDOS RECUBIERTOS CON PELICULA EFG,N05AH04,400,15,32.47,32.47
677372,QUETIAPINA VEGAL 200MG 60 COMPRIMIDOS RECUBIERTOS CON PELICULA EFG,N05AH04,400,30,64.94,64.94
672057,ILUFREN 100MG 60 COMPRIMIDOS RECUBIERTOS PELICULA BLISTER PVC/AL EFG,N05AH04,400,15,32.41,32.41
672056,ILUFREN 200MG 60 COMPRIMIDOS RECUBIERTOS PELICULA BLISTER PVC/AL EFG,N05AH04,400,30,64.82,64.82
672054,ILUFREN 300MG 60 COMPRIMIDOS RECUBIERTOS PELICULA BLISTER PVC/AL EFG,N05AH04,400,45,97.22,97.22
688897,OLANZAPINA HIBES 10MG 28 COMPRIMIDOS BUCODISPERSABLES EFG,N05AH03,10,28,52.92,52.92
688896,OLANZAPINA HIBES 10MG 56 COMPRIMIDOS BUCODISPERSABLES EFG,N05AH03,10,56,105.84,105.84
688894,OLANZAPINA HIBES 5MG 28 COMPRIMIDOS BUCODISPERSABLES EFG,N05AH03,10,14,26.46,26.46
677300,OLANZAPINA HIBES 5MG 28 COMPRIMIDOS RECUBIERTOS PELICULA EFG,N05AH03,10,14,26.49,26.49
677309,"OLANZAPINA HIBES 7,5MG 56 COMPRIMIDOS RECUBIERTOS PELICULA EFG",N05AH03,10,42,79.49,79.49
675167,OLANZAPINA HIBPHARM 5MG 28 COMPRIMIDOS RECUBIERTOS PELICULA EFG,N05AH03,10,14,26.49,26.49
675172,"OLANZAPINA HIBPHARM 7,5MG 56 COMPRIMIDOS RECUBIERTOS PELICULA EFG",N05AH03,10,42,79.49,79.49
672776,RISPERIDONA FARMALTER 3MG 20 COMPRIMIDOS RECUBIERTOS PELICULA EFG,N05AX08,5,12,8.32,8.32
672777,RISPERIDONA FARMALTER 3MG 60 COMPRIMIDOS RECUBIERTOS PELICULA EFG,N05AX08,5,36,24.95,24.95
674458,RISPERIDONA PHARMACIA 1MG 60 COMPRIMIDOS RECUBIERTOS PELICULA EFG,N05AX08,5,12,8.32,8.32
674485,RISPERIDONA PHARMACIA 3MG 60 COMPRIMIDOS RECUBIERTOS PELICULA EFG,N05AX08,5,36,24.95,24.95
674494,RISPERIDONA PHARMACIA 6MG 60 COMPRIMIDOS RECUBIERTOS PELICULA EFG,N05AX08,5,72,49.88,49.88
672772,RISPERIDONA FARMALTER 6MG 30 COMPRIMIDOS RECUBIERTOS PELICULA EFG,N05AX08,5,36,24.95,24.95
650764,RISPERIDONA RATIOPHARM 3MG 20 COMPRIMIDOS RECUBIERTOS PELICULA EFG,N05AX08,5,12,33.24,33.24
651184,RISPERIDONA MABO 6MG 30 COMPRIMIDOS RECUBIERTOS PELICULA EFG,N05AX08,5,36,97.4,97.4
651185,RISPERIDONA MABO 6MG 60 COMPRIMIDOS RECUBIERTOS PELICULA EFG,N05AX08,5,72,175.43,175.43
651192,RISPERIDONA SANDOZ 1MG 20 COMPRIMIDOS RECUBIERTOS PELICULA EFG,N05AX08,5,4,3.12,3.12
651193,RISPERIDONA SANDOZ 1MG 60 COMPRIMIDOS RECUBIERTOS PELICULA EFG,N05AX08,5,12,9.26,9.26
651194,RISPERIDONA SANDOZ 3MG 20 COMPRIMIDOS RECUBIERTOS PELICULA EFG,N05AX08,5,12,9.26,9.26
651195,RISPERIDONA SANDOZ 3MG 60 COMPRIMIDOS RECUBIERTOS PELICULA EFG,N05AX08,5,36,27.77,27.77
651189,RISPERIDONA SANDOZ 6MG 60 COMPRIMIDOS RECUBIERTOS PELICULA EFG,N05AX08,5,72,55.54,55.54
651188,RISPERIDONA SANDOZ 6MG 30 COMPRIMIDOS RECUBIERTOS PELICULA EFG,N05AX08,5,36,27.77,27.77
651198,RISPERIDONA TARBIS 1MG 20 COMPRIMIDOS EFG,N05AX08,5,4,5.32,5.32
651199,RISPERIDONA TARBIS 1MG 60 COMPRIMIDOS EFG,N05AX08,5,12,14.32,14.32
667292,QUETIAPINA ORION 300MG 60 COMPRIMIDOS RECUBIERTOS PELICULA EFG,N05AH04,400,45,97.41,97.41
677374,QUETIAPINA VEGAL 25MG 6 COMPRIMIDOS RECUBIERTOS CON PELICULA EFG,N05AH04,400,0.37,2.5,2.5
677371,QUETIAPINA VEGAL 300MG 60 COMPRIMIDOS RECUBIERTOS CON PELICULA EFG,N05AH04,400,45,97.41,97.41
676010,OLANZAPINA ACTAVIS 10MG 28 COMPRIMIDOS BUCODISPERS (OPA/AL/PVC-AL) EFG,N05AH03,10,28,59.32,59.32
676012,OLANZAPINA ACTAVIS 10MG 56 COMPRIMIDOS BUCODISPERS (OPA/AL/PVC-AL) EFG,N05AH03,10,56,116.83,116.83
676003,OLANZAPINA ACTAVIS 5MG 28 COMPRIM BUCODISP (BLISTER OPA/AL-PVC/AL) EFG,N05AH03,10,14,30.1,30.1
677483,OLANZAPINA ALTER 20MG 28 COMPRIMIDOS BUCODISPERSABLES EFG,N05AH03,10,56,106,106
665865,OLANZAPINA APOTEX 10MG 28 COMPRIMIDOS BUCODISPERSABLES EFG,N05AH03,10,28,59.32,59.32
665862,OLANZAPINA APOTEX 10MG 28 COMPRIMIDOS RECUBIERTOS PELICULA EFG,N05AH03,10,28,59.32,59.32
665866,OLANZAPINA APOTEX 10MG 56 COMPRIMIDOS BUCODISPERSABLES EFG,N05AH03,10,56,118.14,118.14
665863,OLANZAPINA APOTEX 10MG 56 COMPRIMIDOS RECUBIERTOS PELICULA EFG,N05AH03,10,56,118.14,118.14
665867,OLANZAPINA APOTEX 15MG 28 COMPRIMIDOS BUCODISPERSABLES EFG,N05AH03,10,42,91.2,91.2
665859,"OLANZAPINA APOTEX 2,5MG 28 COMPRIMIDOS RECUBIERTOS CON PELICULA EFG",N05AH03,10,7,15.1,15.1
665864,OLANZAPINA APOTEX 5MG 28 COMPRIMIDOS BUCODISPERSABLES EFG,N05AH03,10,14,30.29,30.29
665860,OLANZAPINA APOTEX 5MG 28 COMPRIMIDOS RECUBIERTOS CON PELICULA EFG,N05AH03,10,14,30.29,30.29
665861,"OLANZAPINA APOTEX 7,5MG 56 COMPRIMIDOS RECUBIERTOS CON PELICULA EFG",N05AH03,10,42,91.09,91.09
674027,OLANZAPINA FLAS STADA 10MG 28 COMPRIM BUCODISPERS (OPA-AI-PVC/AI) EFG,N05AH03,10,28,52.89,52.89
677491,OLANZAPINA FLAS STADA 10MG 56 COMPRIM BUCODISPERS (OPA-AL-PVC/AL) EFG,N05AH03,10,56,105.78,105.78
674992,OLANZAPINA FLAS STADA 5MG 28 COMPRIMID BUCODISPERS (OPA-AI-PVC/AI) EFG,N05AH03,10,14,26.44,26.44
660579,RISPERIDONA ACTAVIS 1MG 20 COMPRIMIDOS RECUBIERTOS PELICULA EFG,N05AX08,5,4,3.12,3.12
660580,RISPERIDONA ACTAVIS 1MG 60 COMPRIMIDOS RECUBIERTOS PELICULA EFG,N05AX08,5,12,9.18,9.18
660581,RISPERIDONA ACTAVIS 2MG 20 COMPRIMIDOS RECUBIERTOS PELICULA EFG,N05AX08,5,8,6.38,6.38
660582,RISPERIDONA ACTAVIS 2MG 60 COMPRIMIDOS RECUBIERTOS PELIC EFG,N05AX08,5,24,22.4,22.4
660583,RISPERIDONA ACTAVIS 3MG 20 COMPRIMIDOS RECUBIERTOS PELICULA EFG,N05AX08,5,12,9.18,9.18
660584,RISPERIDONA ACTAVIS 3MG 60 COMPRIMIDOS RECUBIERTOS PELICULA EFG,N05AX08,5,36,27.69,27.69
660587,RISPERIDONA ACTAVIS 6MG 30 COMPRIMIDOS RECUBIERTOS PELICULA EFG,N05AX08,5,36,27.69,27.69
660588,RISPERIDONA ACTAVIS 6MG 60 COMPRIMIDOS RECUBIERTOS PELICULA EFG,N05AX08,5,72,55.47,55.47
651607,ABILIFY 5MG 28 COMPRIMIDOS BUCODISPERSABLES,N05AX12,15,9.33,132.79,132.79
663049,QUETIAPINA ORION 25MG 60 COMPRIMIDOS RECUBIERTOS PELICULA EFG,N05AH04,400,3.75,8.12,8.12
667486,QUETIAPINA ARROW 100MG 60 COMPRIMIDOS RECUBIERTOS CON PELICULA EFG,N05AH04,400,15,32.61,32.61
667499,QUETIAPINA ARROW 150MG 60 COMPRIMIDOS RECUBIERTOS CON PELICULA EFG,N05AH04,400,22.5,48.91,48.91
667512,QUETIAPINA ARROW 200MG 60 COMPRIMIDOS RECUBIERTOS CON PELICULA EFG,N05AH04,400,30,65.22,65.22
667525,QUETIAPINA ARROW 300MG 60 COMPRIMIDOS RECUBIERTOS CON PELICULA EFG,N05AH04,400,45,97.83,97.83
694806,QUETIAPINA UR 50MG 10 COMPRIMIDOS LIBERACION PROLONGADA EFG,N05AH04,400,1.25,2.7,2.7
687646,QUETIAPINA SANDOZ FARMACEUTICA 200MG 60 COMPRIM LIBERAC PROLONGADA EFG,N05AH04,400,30,64.94,64.94
687651,QUETIAPINA SANDOZ FARMACEUTICA 300MG 60 COMPRIM LIBERAC PROLONGADA EFG,N05AH04,400,45,97.41,97.41
687656,QUETIAPINA SANDOZ FARMACEUTICA 400MG 60 COMPRIM LIBERAC PROLONGADA EFG,N05AH04,400,60,129.88,129.88
673008,OLANZAPINA VEGAL 10MG 28 COMPRIMIDOS EFG,N05AH03,10,28,52.92,52.92
673009,OLANZAPINA VEGAL 10MG 56 COMPRIMIDOS EFG,N05AH03,10,56,105.84,105.84
673005,"OLANZAPINA VEGAL 2,5MG 28 COMPRIMIDOS EFG",N05AH03,10,7,13.22,13.22
673006,OLANZAPINA VEGAL 5MG 28 COMPRIMIDOS EFG,N05AH03,10,14,26.46,26.46
673007,"OLANZAPINA VEGAL 7,5MG 56 COMPRIMIDOS EFG",N05AH03,10,42,79.38,79.38
656950,RISPERIDONA SUMOL 3MG 20 COMPRIMIDOS RECUBIERTOS PELICUL EFG,N05AX08,5,12,8.32,8.32
656951,RISPERIDONA SUMOL 3MG 60 COMPRIMIDOS RECUBIERTOS PELICUL EFG,N05AX08,5,36,24.95,24.95
656952,RISPERIDONA SUMOL 6MG 30 COMPRIMIDOS RECUBIERTOS PELICUL EFG,N05AX08,5,36,24.95,24.95
656953,RISPERIDONA SUMOL 6MG 60 COMPRIMIDOS RECUBIERTOS PELICUL EFG,N05AX08,5,72,49.88,49.88
669148,"RISPERIDONA ACCORD 0,5MG 20 COMPRIMIDOS RECUBIERTOS PELICULA EFG",N05AX08,5,2,3.12,3.12
665140,"RISPERIDONA ACCORD 0,5MG 60 COMPRIMIDOS RECUBIERTOS PELICULA EFG",N05AX08,5,6,4.17,4.17
669149,RISPERIDONA ACCORD 1MG 20 COMPRIMIDOS RECUBIERTOS CON PELICULA EFG,N05AX08,5,4,2.81,2.81
665143,RISPERIDONA ACCORD 1MG 60 COMPRIMIDOS RECUBIERTOS CON PELICULA EFG,N05AX08,5,12,8.32,8.32
669151,RISPERIDONA ACCORD 2MG 20 COMPRIMIDOS RECUBIERTOS PELICULA EFG,N05AX08,5,8,5.54,5.54
665144,RISPERIDONA ACCORD 2MG 60 COMPRIMIDOS RECUBIERTOS CON PELICULA EFG,N05AX08,5,24,16.66,16.66
669152,RISPERIDONA ACCORD 3MG 20 COMPRIMIDOS RECUBIERTOS CON PELICULA EFG,N05AX08,5,12,8.32,8.32
665145,RISPERIDONA ACCORD 3MG 60 COMPRIMIDOS RECUBIERTOS CON PELICULA EFG,N05AX08,5,36,24.99,24.99
669153,RISPERIDONA ACCORD 4MG 20 COMPRIMIDOS RECUBIERTOS CON PELICULA EFG,N05AX08,5,16,11.11,11.11
665146,RISPERIDONA ACCORD 4MG 60 COMPRIMIDOS RECUBIERTOS CON PELICULA EFG,N05AX08,5,48,33.31,33.31
669154,RISPERIDONA ACCORD 6MG 30 COMPRIMIDOS RECUBIERTOS CON PELICULA EFG,N05AX08,5,36,24.99,24.99
665147,RISPERIDONA ACCORD 6MG 60 COMPRIMIDOS RECUBIERTOS CON PELICULA EFG,N05AX08,5,72,49.97,49.97
659099,RISPERIDONA BEXAL 1MG/ML 30ML 1 FRASCO SOLUCION ORAL EFG,N05AX08,5,6,4.17,4.17
659791,RISPERIDONA FLAS RANBAXY 1MG 28 COMPRIMIDOS BUCODISPERSA EFG,N05AX08,5,5.6,3.89,3.89
659792,RISPERIDONA FLAS RANBAXY 1MG 56 COMPRIMIDOS BUCODISPERSA EFG,N05AX08,5,11.2,7.77,7.77
659793,RISPERIDONA FLAS RANBAXY 2MG 28 COMPRIMIDOS BUCODISPERSA EFG,N05AX08,5,11.2,7.77,7.77
659794,RISPERIDONA FLAS RANBAXY 2MG 56 COMPRIMIDOS BUCODISPERSA EFG,N05AX08,5,22.4,15.55,15.55
656783,RISPERIDONA SUMOL 1MG 60 COMPRIMIDOS RECUBIERTOS PELICUL EFG,N05AX08,5,12,14.32,14.32
656784,RISPERIDONA SUMOL 3MG 60 COMPRIMIDOS RECUBIERTOS PELICUL EFG,N05AX08,5,36,42.93,42.93
656787,RISPERIDONA SUMOL 6MG 60 COMPRIMIDOS RECUBIERTOS PELICUL EFG,N05AX08,5,72,83.99,83.99
699988,QUETIAPINA STADA GENERICOS 50MG 10 COMP LIBER PROL (OPA/AL/PVC/AI) EFG,N05AH04,400,1.25,2.7,2.7
699986,QUETIAPINA STADA GENERICOS 50MG 10 COMP LIBER PROLON (PVC/PVDC-AL) EFG,N05AH04,400,1.25,2.7,2.7
699989,QUETIAPINA STADA GENERICOS 50MG 60 COMP LIBER PROL (OPA/AL/PVC/AI) EFG,N05AH04,400,7.5,16.2,16.2
689906,QUETIAPINA AUROVITAS SPAIN 200MG 60 COMPRIMIDOS LIBERAC PROLONGADA EFG,N05AH04,400,30,64.82,64.82
689907,QUETIAPINA AUROVITAS SPAIN 300MG 60 COMPRIMIDOS LIBERAC PROLONGADA EFG,N05AH04,400,45,97.22,97.22
689911,QUETIAPINA AUROVITAS SPAIN 400MG 60 COMPRIMIDOS LIBERAC PROLONGADA EFG,N05AH04,400,60,129.63,129.63
689903,QUETIAPINA AUROVITAS SPAIN 50MG 60 COMPRIMIDOS LIBERAC PROLONGADA EFG,N05AH04,400,7.5,16.2,16.2
698862,QUETIAPINA SANDOZ 50MG 60 COMPRIMIDOS LIBER PROLONG (PVC/PVDC/AL) EFG,N05AH04,400,7.5,16.24,16.24
697372,QUETIAPINA FAIR-MED 25MG 6 COMPRIMIDOS RECUBIERTOS PELICULA EFG,N05AH04,400,0.37,2.5,2.5
651274,OLANZAPINA BEXALABS 10MG 56 COMPRIMIDOS EFG,N05AH03,10,56,106,106
651423,"OLANZAPINA BEXALABS 2,5MG 28 COMPRIMIDOS EFG",N05AH03,10,7,13.25,13.25
651308,OLANZAPINA BEXALABS 5MG 28 COMPRIMIDOS EFG,N05AH03,10,14,26.49,26.49
651258,"OLANZAPINA BEXALABS 7,5MG 56 COMPRIMIDOS EFG",N05AH03,10,42,79.49,79.49
677689,OLANZAPINA CANTABRIA 10MG 28 COMPRIMIDOS BUCODISPERSABLES EFG,N05AH03,10,28,59.32,59.32
677691,OLANZAPINA CANTABRIA 10MG 56 COMPRIMIDOS BUCODISPERSABLES EFG,N05AH03,10,56,116.83,116.83
677688,OLANZAPINA CANTABRIA 15MG 28 COMPRIMIDOS BUCODISPERSABLES EFG,N05AH03,10,42,79.33,79.33
677687,OLANZAPINA CANTABRIA 5MG 28 COMPRIMIDOS BUCODISPERSABLES EFG,N05AH03,10,14,30.1,30.1
665678,OLANZAPINA FARMABION 10MG 28 COMPRIMIDOS RECUBIERTOS PELICULA EFG,N05AH03,10,28,52.92,52.92
665680,OLANZAPINA FARMABION 10MG 56 COMPRIMIDOS RECUBIERTOS PELICULA EFG,N05AH03,10,56,105.84,105.84
665675,"OLANZAPINA FARMABION 2,5MG 28 COMPRIMIDOS RECUBIERTOS PELICULA EFG",N05AH03,10,7,13.22,13.22
677475,OLANZAPINA RATIO 10MG 28 COMPRIMIDOS BUCODISPERSABLES EFG,N05AH03,10,28,59.32,59.32
656708,RISPERIDONA SUMOL 1MG 60 COMPRIMIDOS RECUBIERTOS PELICUL EFG,N05AX08,5,12,17.17,17.17
656709,RISPERIDONA SUMOL 3MG 60 COMPRIMIDOS RECUBIERTOS PELICUL EFG,N05AX08,5,36,51.52,51.52
659073,RISPERIDONA GENKERN 1MG/ML 100ML 1 FRASCO SOLUCION ORAL EFG,N05AX08,5,20,15.42,15.42
659072,RISPERIDONA GENKERN 1MG/ML 30ML 1 FRASCO SOLUCION ORAL EFG,N05AX08,5,6,4.62,4.62
659006,RISPERIDONA RATIOPHARM 1MG/ML 30ML 1 FRASCO SOLUCION ORAL EFG,N05AX08,5,6,4.14,4.14
663686,RISPERIDONA APHAR 1MG 20 COMPRIMIDOS RECUBIERTOS PELICUL EFG,N05AX08,5,4,3.12,3.12
663687,RISPERIDONA APHAR 1MG 60 COMPRIMIDOS RECUBIERTOS PELICUL EFG,N05AX08,5,12,9.26,9.26
663688,RISPERIDONA APHAR 3MG 20 COMPRIMIDOS RECUBIERTOS PELICUL EFG,N05AX08,5,12,9.26,9.26
663689,RISPERIDONA APHAR 3MG 60 COMPRIMIDOS RECUBIERTOS PELICUL EFG,N05AX08,5,36,27.77,27.77
663691,RISPERIDONA APHAR 6MG 30 COMPRIMIDOS RECUBIERTOS PELICUL EFG,N05AX08,5,36,27.77,27.77
663698,RISPERIDONA APHAR 6MG 60 COMPRIMIDOS RECUBIERTOS PELICUL EFG,N05AX08,5,72,55.54,55.54
658988,RISPERIDONA APOTEX 1MG 20 COMPRIMIDOS RECUBIERTOS PELICULA EFG,N05AX08,5,4,2.76,2.76
677520,OLANZAPINA RATIO 10MG 28 COMPRIMIDOS RECUBIERTOS PELICULA EFG,N05AH03,10,28,59.32,59.32
677477,OLANZAPINA RATIO 10MG 56 COMPRIMIDOS BUCODISPERSABLES EFG,N05AH03,10,56,116.83,116.83
677521,OLANZAPINA RATIO 10MG 56 COMPRIMIDOS RECUBIERTOS PELICULA EFG,N05AH03,10,56,116.83,116.83
677523,"OLANZAPINA RATIO 2,5MG 28 COMPRIMIDOS RECUBIERTOS CON PELICULA EFG",N05AH03,10,7,15.1,15.1
663593,OLANZAPINA RATIOPHARM 5MG 28 COMPRIMIDOS EFG,N05AH03,10,14,26.49,26.49
663639,"OLANZAPINA RATIOPHARM 7,5MG 56 COMPRIMIDOS EFG",N05AH03,10,42,79.49,79.49
651266,OLANZAPINA BEXALABS 10MG 28 COMPRIMIDOS EFG,N05AH03,10,28,53,53
677325,OLANZAPINA HIBES 10MG 28 COMPRIMIDOS RECUBIERTOS PELICULA EFG,N05AH03,10,28,53,53
677326,OLANZAPINA HIBES 10MG 56 COMPRIMIDOS RECUBIERTOS CON PELICULA EFG,N05AH03,10,56,106,106
663817,OLANZAPINA MABO 15MG 28 COMPRIMIDOS RECUBIERTOS PELICULA EFG,N05AH03,10,42,79.49,79.49
663818,OLANZAPINA SWANDPOND INVESTMENTS 15MG 56 COMPRIMIDOS RECUB PELIC EFG,N05AH03,10,84,186.97,186.97
663819,OLANZAPINA MABO 20MG 28 COMPRIMIDOS RECUBIERTOS PELICULA EFG,N05AH03,10,56,106,106
663809,"OLANZAPINA SWANDPOND INVESTMENTS 2,5MG 56 COMPRIMIDOS RECUB PELIC EFG",N05AH03,10,14,32.56,32.56
663782,OLANZAPINA SWANDPOND INVESTMENTS 25MG 28 COMPRIMIDOS BUCODISPERS EFG,N05AH03,10,14,30.41,30.41
663810,OLANZAPINA SWANDPOND INVESTMENTS 5MG 28 COMPRIMIDOS RECUB PELIC EFG,N05AH03,10,14,30.41,30.41
663783,OLANZAPINA SWANDPOND INVESTMENTS 5MG 56 COMPR BUCODISPER EFG,N05AH03,10,28,55.4,55.4
663811,OLANZAPINA SWANDPOND INVESTMENTS 5MG 56 COMPRIMIDOS RECUB PELIC EFG,N05AH03,10,28,55.4,55.4
658991,RISPERIDONA APOTEX 3MG 20 COMPRIMIDOS RECUBIERTOS PELICULA EFG,N05AX08,5,12,8.29,8.29
658990,RISPERIDONA APOTEX 1MG 60 COMPRIMIDOS RECUBIERTOS PELICULA EFG,N05AX08,5,12,8.29,8.29
658992,RISPERIDONA APOTEX 3MG 60 COMPRIMIDOS RECUBIERTOS PELICULA EFG,N05AX08,5,36,24.87,24.87
658993,RISPERIDONA APOTEX 6MG 30 COMPRIMIDOS RECUBIERTOS PELIC EFG,N05AX08,5,36,24.87,24.87
658994,RISPERIDONA APOTEX 6MG 60 COMPRIMIDOS RECUBIERTOS PELIC EFG,N05AX08,5,72,49.74,49.74
660637,RISPERIDONA FLAS TEVA 2MG 28 COMPRIMIDOS BUCODISPERSABLES EFG,N05AX08,5,11.2,7.77,7.77
660638,RISPERIDONA FLAS TEVA 2MG 56 COMPRIMIDOS BUCODISPERSABLES EFG,N05AX08,5,22.4,15.55,15.55
661826,RISPERIDONA CURAXYS 1MG/ML 100ML 1 FRASCO SOLUCION ORAL EFG,N05AX08,5,20,13.82,13.82
661825,RISPERIDONA CURAXYS 1MG/ML 30ML 1 FRASCO SOLUCION ORAL EFG,N05AX08,5,6,4.14,4.14
654042,RISPERIDONA ANGENERICO 3MG 60 COMPR RECUB PELIC BLISTER EFG,N05AX08,5,36,39.76,39.76
654102,RISPERIDONA ANGENERICO 3MG 60 COMPR RECUB PELIC BOTE EFG,N05AX08,5,36,39.76,39.76
654064,RISPERIDONA TEMPERBEX 1MG 20 COMPR RECUB PELIC BLISTER EFG,N05AX08,5,4,3.12,3.12
654065,RISPERIDONA TEMPERBEX 1MG 60 COMPR RECUB PELIC BLISTER EFG,N05AX08,5,12,9.27,9.27
654068,RISPERIDONA TEMPERBEX 3MG 20 COMPR RECUB PELIC BLISTER EFG,N05AX08,5,12,9.27,9.27
654069,RISPERIDONA TEMPERBEX 3MG 60 COMPR RECUB PELIC BLISTER EFG,N05AX08,5,36,27.83,27.83
654049,RISPERIDONA TOSICINA 1MG 20 COMPR RECUB PELIC BLISTER EFG,N05AX08,5,4,3.12,3.12
654048,RISPERIDONA TOSICINA 1MG 60 COMPR RECUB PELIC BLISTER EFG,N05AX08,5,12,9.27,9.27
654050,RISPERIDONA TOSICINA 3MG 20 COMPR RECUB PELIC BLISTER EFG,N05AX08,5,12,9.27,9.27
654051,RISPERIDONA TOSICINA 3MG 60 COMPR RECUB PELIC BLISTER EFG,N05AX08,5,36,27.83,27.83
