codigo_nacional_farmaco_cd,codigo_descripcion,atc_farmaco_dispensado_cd,ddd_nomenclator_nm,ddd_por_envase,pvp_nomenclator_nm,precio_por_envase_nm
660833,ZARELIS RETARD 75MG 30 COMPRIMIDOS LIBERAC PROLONGAD BLISTER,N06AX16,100,22.5,9.59,9.59
662052,VENLAFAXINA RETARD QUALIGEN 150MG 30 CAPSULAS LIBER PROL EFG,N06AX16,100,45,19.15,19.15
662051,VENLAPINE RETARD 150MG 30 CAPSULAS LIBERACION PROLONGADA EFG,N06AX16,100,45,19.15,19.15
661949,VENLAPINE RETARD 75MG 30 CAPSULAS LIBERACION PROLONGADA EFG,N06AX16,100,22.5,9.59,9.59
660160,VENLAFAXINA RETARD NORMON 150MG 30 CAPSULAS LIBERAC PROL EFG,N06AX16,100,45,19.15,19.15
660158,VENLAFAXINA RETARD NORMON 75MG 30 CAPSULAS LIBERAC PROL EFG,N06AX16,100,22.5,9.59,9.59
659567,VENLAFAXINA RETARD CINFA 150MG 30 CAPSULAS LIBERAC PROLO EFG,N06AX16,100,45,19.15,19.15
659569,VENLAFAXINA RETARD CINFA 75MG 30 CAPSULAS LIBERAC PROLON EFG,N06AX16,100,22.5,9.59,9.59
659660,VENLAFAXINA RETARD CINFAMED 150MG 30 CAPSULAS LIBERACION PROLONGAD EFG,N06AX16,100,45,19.15,19.15
659661,VENLAFAXINA RETARD CINFAMED 75MG 30 CAPSULAS LIBERACION PROLONGADA EFG,N06AX16,100,22.5,9.59,9.59
659646,DISLAVEN RETARD 150MG 30 CAPSULAS LIBERACION PROLONGADA EFG,N06AX16,100,45,19.15,19.15
708607,DULOXETINA COMBIX 60MG 28 CAPSULAS DURAS GASTRORRES (PVC/PVDC-AL) EFG,N06AX21,60,28,26.73,26.73
650590,NODETRIP 30MG 28 CAPSULAS DURAS GASTRORRESISTENTES,N06AX21,60,14,13.36,13.36
650498,NODETRIP 60MG 28 CAPSULAS DURAS GASTRORRESISTENTES,N06AX21,60,28,26.73,26.73
709706,DULOXETINA APOTEX AG 60MG 28 CAPSULAS DURAS GASTRORR (PVC/PVDC-AL) EFG,N06AX21,60,28,26.73,26.73
710911,DULOXETINA AUROVITAS 60MG 28 CAPSULAS DURAS GASTRORRESISTENTES EFG,N06AX21,60,28,26.73,26.73
709682,DULOXETINA VIR 30MG 28 CAPSULAS DURAS GASTRORRESISTENTES EFG,N06AX21,60,14,13.36,13.36
661569,VENLAFAXINA TEVA 50MG 30 COMPRIMIDOS EFG,N06AX16,100,15,6.79,6.79
672963,ESCITALOPRAM ZENTIVA 10MG 56 COMPRIMIDOS RECUBIERTOS PELICULA EFG,N06AB10,10,56,17.55,17.55
706185,ESCITALOPRAM VIR 5MG 14 COMPRIMIDOS RECUBIERTOS PELICULA EFG,N06AB10,10,7,2.5,2.5
664606,MIRTAZAPINA FLAS KERN PHARMA 30MG 30 COMPRIMIDOS BUCODISPERSABLES FRAS,N06AX11,30,30,17.05,17.05
665345,ESCITALOPRAM FARMALIDER 20MG 56 COMPRIMIDOS RECUB PELICULA BOTE EFG,N06AB10,10,112,34.97,34.97
686394,DOBUPAL 75MG 60 COMPRIMIDOS,N06AX16,100,45,19.15,19.15
709714,DULOXETINA APOTEX AG 30MG 28 CAPSULAS DURAS GASTRORR (PVC/PVDC-AL) EFG,N06AX21,60,14,13.36,13.36
720615,ELICEA 10MG 56 COMPRIMIDOS RECUBIERTOS PELICULA EFG,N06AB10,10,56,17.48,17.48
733349,EXITAL 100MG 28 COMPRIMIDOS LIBERACION PROLONGADA EFG,N06AX23,50,56,20.39,20.39
769513,ASTRIN 20MG 28 CAPSULAS,N06AB03,20,28,13,13
909895,RENEURON 20MG 14 COMPRIMIDOS DISPERSABLES,N06AB03,20,14,2.5,2.5
708543,DULOXETINA GENESIS 60MG 28 CAPSULAS DURAS GASTRORRE (PA/AL/PVC-AL) EFG,N06AX21,60,28,26.73,26.73
692764,RENEURON 20MG/5ML 70ML SOLUCION ORAL,N06AB03,20,14,3.12,3.12
692772,PROZAC 20MG/5ML 70ML SOLUCION ORAL,N06AB03,20,14,0,0
759811,PROZAC 20MG 28 CAPSULAS,N06AB03,20,28,0,0
603118,FLUOXETINA NORMON 20MG 500 CAPSULAS EFG,N06AB03,20,500,140.22,140.22
632968,AUGORT 20MG 500 CAPSULAS,N06AB03,20,500,150.23,150.23
661184,PAROXETINA QUALIGEN 30MG 14 COMPRIMIDOS RECUBIERTOS PELICULA,N06AB05,20,21,5.09,5.09
653313,PAROXETINA RATIOPHARM 20MG 28 COMPRIMIDOS RECUBIERTOS PELICULA EFG,N06AB05,20,28,6.09,6.09
603696,FLUOXETINA ARISTO 20MG 500 CAPSULAS DURAS EFG,N06AB03,20,500,140.22,140.22
677402,PAROXETINA AUROBINDO 30MG 14 COMPRIMIDOS RECUBIERTOS PELICULA,N06AB05,20,21,4.57,4.57
701225,ESCITALOPRAM AUROBINDO 15MG 56 COMPRIMIDOS RECUBIERTOS PELICULA EFG,N06AB10,10,84,26.23,26.23
658457,SERTRABRAIN 100MG 30 COMPRIMIDOS RECUBIERTOS PELICULA,N06AB06,50,60,11.68,11.68
618884,TELESOL 100MG 500 GRAGEAS,N06AX01,450,111.11,152.42,152.42
659810,VENLAFAXINA RETARD BELMAC 150MG 30 CAPSULAS LIBERACION PROLONGADA EFG,N06AX16,100,45,20.34,20.34
650395,MIRTAZAPINA RATIOMED 15MG 60 COMPRIMIDOS RECUBIERT PELIC EFG,N06AX11,30,30,32.17,32.17
650527,CITALOPRAM DAVUR 10MG 28 COMPRIMIDOS RECUBIERTOS PELICULA,N06AB04,20,14,3.11,3.11
650463,ESERTIA 10MG/ML 28ML 1 FRASCO SOLUCION GOTAS ORALES,N06AB10,10,28,24.42,24.42
659077,ENTACT 20MG/ML 15ML GOTAS ORALES EN SOLUCION,N06AB10,10,30,26.16,26.16
838896,CITALOPRAM CUVE 10MG 28 COMPRIMIDOS RECUBIERTOS CON PELICULA,N06AB04,20,14,2.56,2.56
650535,CITALOPRAM TEVA-RIMAFAR 10MG 28 COMPRIMIDOS RECUBIERTOS PELICULA,N06AB04,20,14,3.11,3.11
680462,REXER 15MG 30 COMPRIMIDOS RECUBIERTOS,N06AX11,30,15,12.32,12.32
682575,SEROPRAM 20MG 28 COMPRIMIDOS RECUBIERTOS PELICULA,N06AB04,20,28,5.12,5.12
699728,CASBOL 20MG 14 COMPRIMIDOS RECUBIERTOS CON PELICULA,N06AB05,20,14,3.39,3.39
770792,VASTAT FLAS 15MG 30 COMPRIMIDOS BUCODISPERSABLES,N06AX11,30,15,8.54,8.54
624015,TRYPTIZOL 75MG 500 COMPRIMIDOS RECUBIERTOS PELICULA,N06AA09,75,500,38.98,38.98
668921,PROZAC 20MG/SOB POLVO 14 SOBRES MONODOSIS POLVO SOLUC ORAL,N06AB03,20,14,0,0
698639,ASERIN 50MG 30 COMPRIMIDOS RECUBIERTOS PELICULA (BLISTER PVC-AL) EFG,N06AB06,50,30,5.84,5.84
681956,SERTRALINA PHARMA COMBIX 100MG 30 COMPRIMIDOS RECUBIERTOS PELIC EFG,N06AB06,50,60,11.66,11.66
652512,SERTRALINA SANDOZ 50MG 30 COMPRIMIDOS RECUBIERTOS PELICULA EFG,N06AB06,50,30,5.84,5.84
662432,SERTRALINA QUALIGEN 50MG 30 COMPRIM REC P BLISTER PVC/AL EFG,N06AB06,50,30,5.84,5.84
696460,ESCITALOPRAM MEIJI 20MG 56 COMPRIMIDOS BUCODISPERSABLES EFG,N06AB10,10,112,34.97,34.97
697652,ESCITALOPRAM SUN 15MG 28 COMPRIMIDOS REC PEL (POLIAM/ALU/PVC-ALU) EFG,N06AB10,10,42,13.11,13.11
671062,ESCITALOPRAM TARBIS 20MG 56 COMPRIMIDOS RECUBIERTOS PELICULA EFG,N06AB10,10,112,34.97,34.97
696455,ESCITALOPRAM MEIJI 10MG 28 COMPRIMIDOS BUCODISPERSABLES EFG,N06AB10,10,28,8.74,8.74
678928,ESCITALOPRAM SUN 10MG 28 COMPRIMIDOS RECUBIERTOS PELICULA EFG,N06AB10,10,28,8.74,8.74
706941,ESCITALOPRAM FLAS CINFA 20MG 56 COMPRIMIDOS BUCODISPERSABLES EFG,N06AB10,10,112,34.97,34.97
660221,MIRTAZAPINA AUROVITAS 15MG 30 COMPRIMIDOS BUCODISPERSABLES EFG,N06AX11,30,15,8.52,8.52
712582,VENLAFAXINA RETARD KERN PHARMA 75MG 30 CAPSULAS DURAS LIB PROLONG EFG,N06AX16,100,22.5,9.59,9.59
729497,ZARELIS RETARD 150MG 30 COMPRIMIDOS LIBERACION PROLONGADA,N06AX16,100,45,19.15,19.15
728307,ZARELIS RETARD 225MG 30 COMPRIMIDOS LIBERACION PROLONGADA,N06AX16,100,67.5,28.74,28.74
725916,ZARELIS RETARD 300MG 30 COMPRIMIDOS LIBERACION PROLONGADA,N06AX16,100,90,38.31,38.31
741231,DOBUPAL RETARD 150MG 30 CAPSULAS LIBERACION PROLONGADA,N06AX16,100,45,19.15,19.15
897470,FLUOXETINA QUALIGEN 20MG 28 CAPSULAS DURAS EFG,N06AB03,20,28,2.5,2.5
742486,FLUOXETINA NORMON 20MG/5ML 70ML SOLUCION ORAL EFG,N06AB03,20,14,2.5,2.5
808410,LURAMON 20MG 14 CAPSULAS DURAS,N06AB03,20,14,2.5,2.5
808428,LURAMON 20MG 28 CAPSULAS DURAS,N06AB03,20,28,2.5,2.5
650472,CITALOPRAM RATIO 10MG 28 COMPRIMIDOS RECUBIERTOS PELICULA,N06AB04,20,14,2.56,2.56
834366,CITALOPRAM APOTEX 30MG 28 COMPRIMIDOS RECUBIERTOS PELICULA EFG,N06AB04,20,42,7.68,7.68
650304,CITALVIR 10MG 28 COMPRIMIDOS RECUBIERTOS CON PELICULA,N06AB04,20,14,2.56,2.56
999754,PAROXETINA TEVA-RIMAFAR 20MG 56 COMPRIMIDOS RECUBIERTOS PELICULA EFG,N06AB05,20,56,12.18,12.18
726505,PAROXETINA VIR 20MG 14 COMPRIMIDOS RECUBIERTOS PELICULA EFG,N06AB05,20,14,3.04,3.04
656374,SERTRALINA TECNIGEN 100MG 30 COMPRIMIDOS RECUBIERTOS PELICULA EFG,N06AB06,50,60,11.66,11.66
660891,SERTRALINA ALMUS 50MG 30 COMPRIMIDOS RECUBIERT PELICULA EFG,N06AB06,50,30,5.84,5.84
658346,SERTRALINA PENSA 100MG 30 COMPRIMIDOS RECUBIERTOS PELICULA EFG,N06AB06,50,60,11.66,11.66
658283,SERTRALINA PENSA 50MG 30 COMPRIMIDOS RECUBIERTOS PELICULA EFG,N06AB06,50,30,5.84,5.84
701591,ESCITALOPRAM ARISTO 10MG 28 COMPRIMIDOS REC PELIC (PVC/PE/PVDC/AL) EFG,N06AB10,10,28,8.74,8.74
701592,ESCITALOPRAM ARISTO 10MG 56 COMPRIMIDOS REC PELIC (PVC/PE/PVDC/AL) EFG,N06AB10,10,56,17.48,17.48
701595,ESCITALOPRAM ARISTO 15MG 28 COMPRIMIDOS REC PELIC (PVC/PE/PVDC/AL) EFG,N06AB10,10,42,13.11,13.11
693258,ESCITALOPRAM ALMUS 10MG 56 COMPRIMIDOS RECUBIERTOS PELICULA EFG,N06AB10,10,56,17.48,17.48
693261,ESCITALOPRAM ALMUS 20MG 56 COMPRIMIDOS RECUBIERTOS PELICULA EFG,N06AB10,10,112,34.97,34.97
720616,ELICEA 20MG 28 COMPRIMIDOS RECUBIERTOS PELICULA EFG,N06AB10,10,56,17.48,17.48
701666,ESCITALOPRAM SANDOZ 15MG 28 COMPRIMIDOS BUCODISPERSABLES EFG,N06AB10,10,42,13.11,13.11
664739,MIRTAZAPINA FLAS BLUEFISH 45MG 30 COMPRIMIDOS BUCODISPER EFG,N06AX11,30,45,25.57,25.57
714494,VENLAFAXINA RETARD ARISTO 75MG 30 CAPSULAS DURAS LIBERAC PROLONGAD EFG,N06AX16,100,22.5,9.59,9.59
723410,VENLAFAXINA RETARD PENSA PHARMA 150MG 30 CAPSULAS DURAS LIBER PROL EFG,N06AX16,100,45,19.15,19.15
693661,VENLAFAXINA SUN 75MG 30 COMPRIMIDOS LIBERACION PROLONGADA,N06AX16,100,22.5,9.59,9.59
719140,VENLAFAXINA RETARD STADAGEN 225MG 30 CAPS DURAS LIBER PROL (AL-PVC/PVD,N06AX16,100,67.5,28.74,28.74
695682,VENLAFAXINA RETARD MYLAN PHARMAC 75MG 30 CAPSULAS LIBERAC PROLONG EFG,N06AX16,100,22.5,9.59,9.59
658599,VENLAFAXINA KERN PHARMA 75MG 60 COMPRIMIDOS EFG,N06AX16,100,45,19.15,19.15
661666,"VENLAFAXINA RETARD VIR 37,5MG 30 CAPSULAS LIBERACION PROLONGADA",N06AX16,100,11.25,4.79,4.79
662395,NOREBOX 4MG 20 COMPRIMIDOS,N06AX18,8,10,11.96,11.96
710906,DULOXETINA AUROVITAS 30MG 7 CAPSULAS DURAS GASTRORRESISTENTES EFG,N06AX21,60,3.5,3.34,3.34
707740,DULOXETINA ZENTIVA 30MG 28 CAPSULAS DURAS GASTRORRESISTENTES EFG,N06AX21,60,14,13.36,13.36
652163,CITALOPRAM EDIGEN 30MG 28 COMPRIMIDOS RECUBIERTOS PELIC EFG,N06AB04,20,42,7.68,7.68
726372,FLUOXETINA VIATRIS 20MG 28 CAPSULAS DURAS EFG,N06AB03,20,28,2.5,2.5
959270,FLUOXETINA DAVUR 20MG 60 CAPSULAS DURAS EFG,N06AB03,20,60,5.25,5.25
767574,MOTIVAN 20MG 28 COMPRIMIDOS RECUBIERTOS PELICULA,N06AB05,20,28,6.09,6.09
858936,MOTIVAN 20MG 56 COMPRIMIDOS RECUBIERTOS PELICULA,N06AB05,20,56,12.18,12.18
706895,SERTRALINA TEVA-RATIO 50MG 30 COMPRIMIDOS RECUBIERTOS PELICULA EFG,N06AB06,50,30,5.84,5.84
787390,SERTRALINA CINFA 100MG 30 COMPRIMIDOS RECUBIERTOS PELICULA EFG,N06AB06,50,60,11.66,11.66
677693,ESCITALOPRAM VIATRIS 15MG 56 COMPRIMIDOS RECUBIERTOS PELICULA EFG,N06AB10,10,84,26.23,26.23
677694,ESCITALOPRAM VIATRIS 20MG 56 COMPRIMIDOS RECUBIERTOS PELICULA EFG,N06AB10,10,112,34.97,34.97
701667,ESCITALOPRAM SANDOZ 15MG 56 COMPRIMIDOS BUCODISPERSABLES EFG,N06AB10,10,84,26.23,26.23
689634,MIRTAZAPINA AUROVITAS 15MG 60 COMPRIMIDOS RECUBIERTOS PELICULA EFG,N06AX11,30,30,17.05,17.05
675106,MIRTAZAPINA ARISTO 30MG 30 COMPRIMIDOS BUCODISPERSABLES EFG,N06AX11,30,30,17.05,17.05
661319,VENLAFAXINA RETARD KRKA 150MG 30 CAPSULAS DURAS LIBERAC PROLONG EFG,N06AX16,100,45,19.15,19.15
686574,VENLAFAXINA SANDOZ 75MG 60 COMPRIMIDOS EFG,N06AX16,100,45,19.15,19.15
653775,VENLAFAXINA BLUEFISH 150MG 30 CAPSULAS DE LIBERACION PROLONGADA EFG,N06AX16,100,45,19.15,19.15
706108,DULOXETINA DURBAN 30MG 28 CAPSULAS DURAS GASTRORRESISTENTES EFG,N06AX21,60,14,13.36,13.36
705523,DULOTEX 30MG 28 CAPSULAS DURAS GASTRORRESISTENTES EFG,N06AX21,60,14,13.36,13.36
714013,FLUOXETINA AUROVITAS 20MG 28 CAPSULAS DURAS EFG,N06AB03,20,28,2.5,2.5
656879,FLUOXETINA TARBIS 20MG 60 CAPSULAS DURAS EFG,N06AB03,20,60,5.25,5.25
662039,ADOFEN 20MG 56 COMPRIMIDOS DISPERSABLES,N06AB03,20,56,4.9,4.9
999954,PAROXETINA RATIO 20MG 28 COMPRIMIDOS RECUBIERTOS PELICULA,N06AB05,20,28,6.09,6.09
819847,SERTRALINA NORMON 100MG 30 COMPRIMIDOS RECUBIERTOS PELICULA EFG,N06AB06,50,60,11.66,11.66
798959,BESITRAN 50MG 30 COMPRIMIDOS RECUBIERTOS PELICULA,N06AB06,50,30,5.84,5.84
809343,DUMIROX 50MG 30 COMPRIMIDOS RECUBIERTOS PELICULA,N06AB08,100,15,3.84,3.84
822494,DUMIROX 100MG 30 COMPRIMIDOS RECUBIERTOS PELICULA,N06AB08,100,30,7.68,7.68
686858,ESCITALOPRAM VISO FARMACEUTICA 20MG 28 COMPRIMIDOS REC PEL (AI/AI) EFG,N06AB10,10,56,17.48,17.48
700976,ESCITALOPRAM AUROVITAS PHARMA 20MG 56 COMPRIMIDOS BUCODISPERSABLES EFG,N06AB10,10,112,34.97,34.97
700122,ESCITALOPRAM ALTER GENERICOS 10MG 28 COMPRIMIDOS RECUB PELICULA EFG,N06AB10,10,28,8.74,8.74
728848,MIRTAZAPINA AUROVITAS SPAIN 45MG 30 COMPRIMIDOS BUCODISPERSABLES EFG,N06AX11,30,45,25.57,25.57
762786,MIRTAZAPINA TEVA-RATIO 15MG 30 COMPRIMIDOS RECUBIERTOS PELICULA EFG,N06AX11,30,15,8.52,8.52
762788,MIRTAZAPINA TEVA-RATIO 15MG 60 COMPRIMIDOS RECUBIERTOS PELICULA EFG,N06AX11,30,30,17.05,17.05
762792,MIRTAZAPINA TEVA-RATIO 30MG 30 COMPRIMIDOS RECUBIERTOS PELICULA EFG,N06AX11,30,30,17.05,17.05
706850,VANDRAL RETARD 225MG 30 CAPSULAS DURAS LIBERACION PROLONGADA,N06AX16,100,67.5,28.74,28.74
705519,NIXENCA 30MG 7 CAPSULAS DURAS GASTRORRESISTENTES EFG,N06AX21,60,3.5,3.34,3.34
732041,CITALOPRAM TARBIS FARMA 10MG 28 COMPRIMIDOS RECUBIERTOS PELICULA EFG,N06AB04,20,14,2.56,2.56
661182,PAROXETINA QUALIGEN 20MG 28 COMPRIMIDOS RECUBIERT PELIC EFG,N06AB05,20,28,6.09,6.09
658549,PAROXETINA MABO 30MG 28 COMPRIMIDOS,N06AB05,20,42,9.13,9.13
663988,ESCITALOPRAM NORMON 20MG 56 COMPRIMIDOS RECUBIERTOS PELIC EFG,N06AB10,10,112,34.97,34.97
659186,ESERTIA 20MG/ML 15ML 1 FRASCO GOTAS ORALES SOLUCION,N06AB10,10,30,9.37,9.37
665705,ESCITALOPRAM APOTEX 15MG 56 COMPRIMIDOS RECUBIERTOS PELICULA EFG,N06AB10,10,84,26.23,26.23
700124,ESCITALOPRAM ALTER GENERICOS 15MG 28 COMPRIMIDOS RECUB PELICULA EFG,N06AB10,10,42,13.11,13.11
653260,MIRTAZAPINA ALTER 30MG 30 COMPRIMIDOS RECUBIERTOS PELIC EFG,N06AX11,30,30,17.05,17.05
764262,MIRTAZAPINA TARBIS 45MG 30 COMPRIMIDOS RECUBIERTOS PELICULA EFG,N06AX11,30,45,25.57,25.57
730616,MIRTAZAPINA FLAS STADA 15MG 60 COMPRIMIDOS BUCODISPERSABLES EFG,N06AX11,30,30,17.05,17.05
727605,BUPROPION RATIOPHARM 150MG 30 COMPRIMIDOS LIBERACION MODIFICADA EFG,N06AX12,300,15,13,13
660883,LEVEST RETARD 150MG 30 CAPSULAS LIBERACION PROLONGADA EFG,N06AX16,100,45,19.15,19.15
660882,LEVEST RETARD 75MG 30 CAPSULAS LIBERACION PROLONGADA EFG,N06AX16,100,22.5,9.59,9.59
719681,OXITRIL 60MG 56 COMPRIMIDOS GASTRORRESISTENTES,N06AX21,60,56,53.45,53.45
704749,DULOXETINA PENSA PHARMA 30MG 28 CAPSULAS DURAS GASTROR PVC/PVDC-AL EFG,N06AX21,60,14,13.36,13.36
705617,DULOXETINA NORMON 30MG 28 CAPSULAS GASTRORRESIST (AL/AL-POLIA-PVC) EFG,N06AX21,60,14,13.36,13.36
764221,VENLAFAXINA RETARD NORMOGEN 75MG 30 CAPSULAS DURAS LIBERAC PROLON EFG,N06AX16,100,22.5,9.59,9.59
664320,ESCITALOPRAM BEXAL 10MG 28 COMPRIMIDOS RECUBIERTOS PELICULA EFG,N06AB10,10,28,11.72,11.72
664321,ESCITALOPRAM BEXAL 15MG 28 COMPRIMIDOS RECUBIERTOS PELICULA EFG,N06AB10,10,42,17.58,17.58
664319,ESCITALOPRAM BEXAL 20MG 28 COMPRIMIDOS RECUBIERTOS PELICULA EFG,N06AB10,10,56,23.45,23.45
664863,ESCITALOPRAM RATIOPHARM 10MG 28 COMPRIMIDOS RECUB PELIC EFG,N06AB10,10,28,11.55,11.55
664864,ESCITALOPRAM RATIOPHARM 15MG 28 COMPRIMIDOS RECUBIERTOS PELICULA EFG,N06AB10,10,42,17.5,17.5
663935,ESCITALOPRAM CINFA 5MG 28 COMPRIMIDOS RECUBIERTOS PELIC EFG,N06AB10,10,14,4.39,4.39
663943,ESCITALOPRAM PENSA 5MG 28 COMPRIMIDOS RECUBIERTOS PELICULA EFG,N06AB10,10,14,4.4,4.4
664130,ESCITALOPRAM SANDOZ 10MG 28 COMPRIMIDOS RECUBIERTOS PELICULA EFG,N06AB10,10,28,11.72,11.72
664127,ESCITALOPRAM SANDOZ 15MG 28 COMPRIMIDOS RECUBIERTOS PELICULA EFG,N06AB10,10,42,17.58,17.58
665836,ADOFEN 20MG/SOBRE 28 SOBRES MONODOSIS POLVO SOLUCION ORAL,N06AB03,20,28,13,13
665844,ADOFEN 20MG/SOBRE 14 SOBRES MONODOSIS POLVO SOLUCION ORAL,N06AB03,20,14,6.51,6.51
675959,RENEURON 20MG 14 COMPRIMIDOS DISPERSABLES,N06AB03,20,14,0,0
701599,FLUOXETINA SANDOZ 20MG/5ML 140ML SOLUCION ORAL EFG,N06AB03,20,28,2.5,2.5
768960,ASTRIN 20MG/5ML 70ML SOLUCION ORAL,N06AB03,20,14,6.51,6.51
769448,ASTRIN 20MG 14 CAPSULAS,N06AB03,20,14,6.51,6.51
776575,FLUOXETINA ICN 20MG 14 CAPSULAS DURAS EFG,N06AB03,20,14,3.12,3.12
776591,FLUOXETINA ICN 20MG 28 CAPSULAS DURAS EFG,N06AB03,20,28,6.03,6.03
667006,FLUOXETINA ALACAN 20MG 28 CAPSULAS EFG,N06AB03,20,28,12.08,12.08
667014,FLUOXETINA ALACAN 20MG 14 CAPSULAS EFG,N06AB03,20,14,6.04,6.04
718841,FLUOXETINA RATIOPHARM 20MG 14 CAPSULAS DURAS EFG,N06AB03,20,14,5.51,5.51
718908,FLUOXETINA RATIOPHARM 20MG 28 CAPSULAS DURAS EFG,N06AB03,20,28,10.88,10.88
728139,FLUOXETINA PHARMAGENUS 20MG 14 CAPSULAS DURAS EFG,N06AB03,20,14,2.5,2.5
728188,FLUOXETINA PHARMAGENUS 20MG 28 CAPSULAS EFG,N06AB03,20,28,19.94,19.94
892133,FLUOXETINA CENINTER 20MG 14 CAPSULAS DURAS EFG,N06AB03,20,14,3.12,3.12
901611,FLUOXETINA TAMARANG 20MG 14 CAPSULAS DURAS EFG,N06AB03,20,14,6.04,6.04
901629,FLUOXETINA TAMARANG 20MG 28 CAPSULAS DURAS EFG,N06AB03,20,28,12.08,12.08
934604,ADOFEN 20MG 14 COMPRIMIDOS DISPERSABLES,N06AB03,20,14,2.5,2.5
776740,FLUOXETINA ALTER 20MG 14 CAPSULAS DURAS EFG,N06AB03,20,14,5.51,5.51
776781,FLUOXETINA ALTER 20MG 28 CAPSULAS DURAS EFG,N06AB03,20,28,10.88,10.88
801571,NODEPE 20MG 14 CAPSULAS,N06AB03,20,14,3.12,3.12
801696,NODEPE 20MG 28 CAPSULAS,N06AB03,20,28,6.01,6.01
803437,FLUOXETINA MERCK 20MG 28 CAPSULAS EFG,N06AB03,20,28,11.52,11.52
658633,FLUOXETINA QUALIX 20MG 28 CAPSULAS DURAS GELATINA EFG,N06AB03,20,28,12.08,12.08
658641,FLUOXETINA QUALIX 20MG 14 CAPSULAS DURAS GELATINA EFG,N06AB03,20,14,6.04,6.04
701540,FLUOXETINA RANBAXY 20MG/5ML 70ML SOLUCION ORAL EFG,N06AB03,20,14,2.95,2.95
701557,FLUOXETINA RANBAXY 20MG/5ML 140ML SOLUCION ORAL EFG,N06AB03,20,28,3.12,3.12
820233,CITALOPRAM APHAR 10MG 28 COMPRIMIDOS RECUBIERTOS PELICULA,N06AB04,20,14,3.82,3.82
829580,CITALOPRAM PLACASOD 20MG 28 COMPRIMIDOS RECUBIERTOS PELICULA EFG,N06AB04,20,28,5.35,5.35
827204,GENPROL 20MG 28 COMPRIMIDOS RECUBIERTOS CON PELICULA,N06AB04,20,28,7.42,7.42
827303,GENPROL 40MG 28 COMPRIMIDOS RECUBIERTOS CON PELICULA,N06AB04,20,56,32.13,32.13
729392,CITALOPRAM RATIOPHARM 20MG 14 COMPRIMIDOS RECUBIERTOS PELICULA EFG,N06AB04,20,14,9.87,9.87
729699,CITALOPRAM RATIOPHARM 20MG 28 COMPRIMIDOS RECUBIERTOS PELICULA EFG,N06AB04,20,28,19.73,19.73
774794,PAROXETINA CUVE 20MG 14 COMPRIMIDOS RECUBIERTOS PELICULA EFG,N06AB05,20,14,3.04,3.04
775510,PAROXETINA CUVE 20MG 28 COMPRIMIDOS RECUBIERTOS PELICULA EFG,N06AB05,20,28,6.09,6.09
775916,PAROXETINA CUVE 20MG 56 COMPRIMIDOS RECUBIERTOS PELICULA EFG,N06AB05,20,56,12.18,12.18
776179,PAROXETINA APHAR 20MG 14 COMPRIMIDOS RECUBIERTOS PELICULA EFG,N06AB05,20,14,4.28,4.28
776799,PAROXETINA APHAR 20MG 28 COMPRIMIDOS RECUBIERTOS PELICULA EFG,N06AB05,20,28,8.57,8.57
777052,PAROXETINA APHAR 20MG 56 COMPRIMIDOS RECUBIERTOS PELICULA EFG,N06AB05,20,56,17.14,17.14
777680,PAROXETINA KERN PHARMA 20MG 14 COMPRIMIDOS RECUB PELIC EFG,N06AB05,20,14,3.04,3.04
664129,ESCITALOPRAM SANDOZ 20MG 28 COMPRIMIDOS RECUBIERTOS PELICULA EFG,N06AB10,10,56,23.45,23.45
664865,ESCITALOPRAM RATIOPHARM 20MG 28 COMPRIMIDOS RECUBIERTOS PELICULA EFG,N06AB10,10,56,23.37,23.37
665332,ESCITALOPRAM FARMALIDER 5MG 14 COMPRIMIDOS RECUB PELIC BOTE EFG,N06AB10,10,7,2.5,2.5
650979,ESCITALOPRAM BEXAL 15MG 28 COMPRIMIDOS RECUBIERTOS PELICULA EFG,N06AB10,10,42,17.5,17.5
751685,FLUOXETINA STADA 20MG/5ML 140ML SOLUCION ORAL EFG,N06AB03,20,28,2.5,2.5
781476,FLUOXETINA BAYVIT 20MG 14 CAPSULAS EFG,N06AB03,20,14,10.1,10.1
781492,FLUOXETINA BAYVIT 20MG 28 CAPSULAS EFG,N06AB03,20,28,19.94,19.94
875518,FLUOXETINA EDIGEN 20MG 28 CAPSULAS DURAS EFG,N06AB03,20,28,2.5,2.5
668103,FLUOXETINA LASA 20MG 14 CAPSULAS EFG,N06AB03,20,14,10.1,10.1
668350,FLUOXETINA LASA 20MG 28 CAPSULAS EFG,N06AB03,20,28,19.94,19.94
933192,ADOFEN SEMANAL 90MG 4 CAPSULAS DURAS,N06AB03,20,18,8.06,8.06
802819,FLUOXETINA FARMALIDER 20MG 28 CAPSULAS DURAS EFG,N06AB03,20,28,2.5,2.5
875054,PROZAC SEMANAL 90MG 4 CAPSULAS DURAS,N06AB03,20,18,8.06,8.06
756882,FLUOXETINA MABO 20MG 60 CAPSULAS DURAS EFG,N06AB03,20,60,25.91,25.91
819383,FLUOXETINA DAVUR 20MG 60 CAPSULAS DURAS EFG,N06AB03,20,60,25.91,25.91
931915,FLUOXETINA RUBIO 20MG 14 CAPSULAS DURAS EFG,N06AB03,20,14,3.12,3.12
932913,FLUOXETINA RUBIO 20MG 28 CAPSULAS DURAS EFG,N06AB03,20,28,3.12,3.12
